FID,Shape,FILENAME,Tile number(fish_lab),xmid,ymid,xmin,xmax,ymin,ymax,trunc_id,trunc_area,perc_trunc,trunc_perc,Height(zrange),BEV Tree Size(orig_area),Truncation,Tile Type,perc_over,indi,Vol
969,Polygon,4635.shp,347,620812.5011,4847521.622,620809.9125,620815.0896,4847519.4,4847523.845,970,23.015833,0.999984,1.6E-05,6.954007568,23.016207,False,Train,0,4635.shp347,160.0548777
970,Polygon,4140.shp,348,620873.0083,4847520.707,620870.5065,620875.51,4847517.925,4847523.489,971,27.839474,0.808345,0.191655,6.994000244,34.44007,True,Train,0,4140.shp348,240.873858
971,Polygon,4163.shp,348,620842.8282,4847510.452,620839.3071,620846.3493,4847506.656,4847514.247,972,53.455932,1.000004,0,10.52399658,53.455739,False,Train,0,4163.shp348,562.5680145
972,Polygon,4171.shp,348,620829.9,4847506.192,620826.9505,620832.8495,4847502.899,4847509.486,973,38.853174,1.000025,0,8.274001465,38.852198,False,Train,0,4171.shp348,321.4631432
973,Polygon,4175.shp,348,620818.7344,4847502.432,620815.51,620821.9588,4847499.041,4847505.823,974,43.737051,0.992128,0.007872,10.73399536,44.08408,False,Train,0,4175.shp348,473.1983102
974,Polygon,4639.shp,348,620826.2873,4847538.288,620823.725,620828.8495,4847535.6,4847540.975,975,27.547262,1.000022,0,3.933995361,27.546647,False,Train,0.343218,4639.shp348,108.3683815
975,Polygon,4646.shp,348,620829.15,4847537.569,620826.4508,620831.8492,4847535.597,4847539.541,976,21.293989,1.000012,0,3.203999634,21.293729,False,Train,0.444009,4646.shp348,68.22509992
976,Polygon,4662.shp,348,620834.0954,4847545.346,620832.1264,620836.0644,4847543.509,4847547.184,977,14.473725,0.999968,3.2E-05,9.694005737,14.474184,False,Train,0,4662.shp348,140.3128227
977,Polygon,5671.shp,348,620856.3492,4847554.612,620853.5488,620859.1496,4847553.515,4847555.71,978,12.294316,0.324438,0.675562,9.12399353,37.894216,True,Train,0,5671.shp348,345.7465816
978,Polygon,5684.shp,348,620873.8095,4847540.865,620872.109,620875.51,4847535.694,4847546.036,979,35.170761,0.370334,0.629666,11.24399902,94.97035,True,Train,0,5684.shp348,1067.846523
979,Polygon,4126.shp,349,620929.5022,4847537.491,620926.4109,620932.5934,4847534.897,4847540.084,980,32.069864,1.000018,0,9.573996582,32.069286,False,Train,0,4126.shp349,307.0312346
980,Polygon,4140.shp,349,620876.1032,4847520.707,620875.51,620876.6963,4847517.925,4847523.489,981,6.600573,0.191654,0.808346,6.994000244,34.44007,True,Train,0,4140.shp349,240.873858
981,Polygon,5684.shp,349,620878.4014,4847540.865,620875.51,620881.2927,4847535.694,4847546.036,982,59.800636,0.629677,0.370323,11.24399902,94.97035,True,Train,0.014449,5684.shp349,1067.846523
982,Polygon,5691.shp,349,620885.8997,4847543.201,620881.1755,620890.6239,4847538.663,4847547.739,983,85.752734,1.000009,0,11.25400757,85.751928,False,Train,0.111683,5691.shp349,965.0528467
983,Polygon,5695.shp,349,620894.0409,4847545.713,620889.351,620898.7308,4847540.894,4847550.532,984,90.399698,0.999999,1E-06,11.99400085,90.399761,False,Train,0.096384,5695.shp349,1084.254811
984,Polygon,5698.shp,349,620903.8248,4847549.086,620898.9161,620908.7334,4847544.398,4847553.774,985,92.04995,0.999983,1.7E-05,11.6200061,92.051557,False,Train,0,5698.shp349,1069.639654
985,Polygon,5701.shp,349,620913.9187,4847551.739,620909.5448,620918.2925,4847547.768,4847555.71,986,69.476858,0.92473,0.07527,10.52399719,75.13205,True,Train,0,5701.shp349,790.6894832
986,Polygon,5704.shp,349,620923.5027,4847553.388,620919.4173,620927.5881,4847551.066,4847555.71,987,37.947646,0.565331,0.434669,10.08400452,67.124659,True,Train,0,5704.shp349,676.8853646
987,Polygon,5708.shp,349,620932.8078,4847555.208,620930.1055,620935.51,4847554.705,4847555.71,988,5.429901,0.102385,0.897615,9.716998291,53.034022,True,Train,0,5708.shp349,515.3315011
988,Polygon,4123.shp,350,620939.2466,4847540.533,620936.8078,620941.6854,4847538.109,4847542.957,989,23.644654,1.000029,0,10.39400513,23.643957,False,Train,0,4123.shp350,245.7554103
989,Polygon,5708.shp,350,620936.5532,4847555.208,620935.51,620937.5963,4847554.705,4847555.71,990,2.096106,0.039524,0.960476,9.716998291,53.034022,True,Train,0,5708.shp350,515.3315011
990,Polygon,3782.shp,351,621027.6438,4847496.545,621024.9114,621030.3762,4847495.71,4847497.38,991,9.125123,0.281159,0.718841,4.974003906,32.455366,True,Train,0,3782.shp351,161.4331173
991,Polygon,3784.shp,351,621025.423,4847501.33,621022.8679,621027.9781,4847498.897,4847503.763,992,24.868277,0.999999,1E-06,7.514003906,24.868297,False,Train,0,3784.shp351,186.8604808
992,Polygon,3787.shp,351,621023.8594,4847507.333,621020.9508,621026.768,4847505.04,4847509.626,993,26.675352,1.000016,0,5.354006958,26.674916,False,Train,0,3787.shp351,142.8176859
993,Polygon,3791.shp,351,621021.1273,4847512.821,621019.205,621023.0496,4847510.817,4847514.826,994,15.410695,0.999982,1.8E-05,4.634006958,15.410969,False,Train,0,3791.shp351,71.41453758
994,Polygon,3798.shp,351,621019.7545,4847518.496,621017.0125,621022.4964,4847515.803,4847521.189,995,29.536285,0.999999,1E-06,5.724006958,29.536327,False,Train,0,3798.shp351,169.0661413
995,Polygon,3800.shp,351,621017.6931,4847523.37,621015.6769,621019.7092,4847521.592,4847525.149,996,14.340068,1.000019,0,5.39399353,14.339802,False,Train,0,3800.shp351,77.34879921
996,Polygon,3802.shp,351,621015.5776,4847528.445,621013.5593,621017.5958,4847526.459,4847530.431,997,16.034593,0.999991,9E-06,5.574007568,16.034735,False,Train,0,3802.shp351,89.37773424
997,Polygon,3914.shp,354,621198.7514,4847550.744,621191.1064,621206.3963,4847545.778,4847555.71,998,151.853171,0.679989,0.320011,16.87399841,223.317133,True,Train,0,3914.shp354,3768.252948
998,Polygon,3906.shp,355,621271.3071,4847535.376,621267.4808,621275.1334,4847531.001,4847539.751,999,66.959485,0.999999,1E-06,8.313999023,66.959567,False,Train,0.164992,3906.shp355,556.7017746
999,Polygon,3910.shp,355,621259.9171,4847555.355,621255.7434,621264.0907,4847555.001,4847555.71,1000,5.921575,0.090437,0.909563,8.584001465,65.47744,True,Train,0,3910.shp355,562.0584409
1000,Polygon,3918.shp,355,621262.2821,4847546.494,621258.0081,621266.5561,4847541.902,4847551.085,1001,78.497139,1.000011,0,7.203994751,78.496312,False,Train,0,3918.shp355,565.4870196
1001,Polygon,3926.shp,355,621265.2777,4847534.815,621261.7061,621268.8492,4847530.555,4847539.075,1002,60.857783,0.999979,2.1E-05,9.003999023,60.859042,False,Train,0.181534,3926.shp355,547.9747547
1002,Polygon,3932.shp,355,621266.9596,4847522.241,621263.4819,621270.4372,4847518.498,4847525.984,1003,52.065985,0.999995,5E-06,8.714002075,52.066222,False,Train,0.092073,3932.shp355,453.7051665
1003,Polygon,3936.shp,355,621274.2211,4847523.514,621269.751,621278.6912,4847518.998,4847528.031,1004,80.763979,0.999994,6E-06,9.163996582,80.764486,False,Train,0.059356,3936.shp355,740.1254737
1004,Polygon,3940.shp,355,621269.4895,4847510.27,621266.1646,621272.8144,4847506.701,4847513.838,1005,47.460953,0.999975,2.5E-05,6.614000854,47.46216,False,Train,0.101975,3940.shp355,313.9147668
1005,Polygon,3944.shp,355,621276.0856,4847511.491,621272.0509,621280.1202,4847507.499,4847515.484,1006,64.428519,0.99999,1E-05,9.453999634,64.429144,False,Train,0.075119,3944.shp355,609.1131038
1006,Polygon,3948.shp,355,621272.3523,4847499.082,621268.8099,621275.8947,4847495.71,4847502.454,1007,47.779891,0.836914,0.163086,7.735004272,57.09053,True,Train,0.056797,3948.shp355,441.5954934
1007,Polygon,3952.shp,355,621278.7722,4847499.504,621275.4508,621282.0936,4847496.341,4847502.667,1008,42.027003,1.000008,0,8.284001465,42.026686,False,Train,0.064571,3952.shp355,348.1491284
1008,Polygon,266.shp,372,619875.601,4847612.082,619869.1077,619882.0942,4847608.455,4847615.71,1009,94.220953,0.520941,0.479059,11.40399414,180.866698,True,Train,0,266.shp372,2062.602764
1009,Polygon,289.shp,372,619890.3,4847595.725,619887.3044,619893.2956,4847592.864,4847598.586,1010,34.281047,1.000003,0,13.30399292,34.280953,False,Train,0,289.shp372,456.073556
1010,Polygon,311.shp,372,619897.0518,4847593.562,619893.5102,619900.5934,4847590.541,4847596.584,1011,42.807319,0.999991,9E-06,13.98400452,42.807704,False,Train,0,311.shp372,598.6231261
1011,Polygon,352.shp,372,619888.726,4847610.788,619883.1032,619894.3487,4847605.866,4847615.71,1012,110.701827,0.898378,0.101622,10.98399658,123.224138,True,Train,0,352.shp372,1353.493511
1012,Polygon,374.shp,372,619899.0644,4847611.419,619895.0402,619903.0886,4847608.599,4847614.24,1013,45.401829,0.999977,2.3E-05,9.11899353,45.402863,False,Train,0.334421,374.shp372,414.0284139
1013,Polygon,399.shp,372,619898.896,4847614.032,619894.6102,619903.1817,4847612.353,4847615.71,1014,28.772811,0.450285,0.549715,8.879003296,63.899064,True,Train,0.527696,399.shp372,567.3599999
1014,Polygon,425.shp,372,619910.3782,4847601.847,619905.6806,619915.0757,4847597.556,4847606.139,1015,80.64378,1.000002,0,9.513997192,80.643598,False,Train,0,425.shp372,767.2429649
1015,Polygon,513.shp,373,619944.9475,4847602.412,619941.7444,619948.1497,4847598.041,4847606.783,1016,55.987022,0.999891,0.000109,8.243999634,55.993107,False,Train,0.971159,513.shp373,461.6071536
1016,Polygon,1036.shp,373,619975.0001,4847579.325,619974.4901,619975.51,4847574.941,4847583.71,1017,8.942789,0.139796,0.860204,11.9439978,63.970173,True,Train,0.850746,1036.shp373,764.0596058
1017,Polygon,1131.shp,373,619962.8659,4847605.238,619958.0514,619967.6804,4847601.505,4847608.971,1018,71.896854,1.000001,0,9.023995361,71.896766,False,Train,0.258437,1131.shp373,648.7960829
1018,Polygon,1139.shp,373,619968.9484,4847611.884,619964.1063,619973.7904,4847608.059,4847615.71,1019,74.094018,0.948991,0.051009,12.48400391,78.076617,True,Train,0.133891,1139.shp373,974.7087916
1019,Polygon,1152.shp,373,619974.0304,4847613.024,619972.5508,619975.51,4847610.338,4847615.71,1020,15.896822,0.48206,0.51794,16.29999512,32.976883,True,Train,0.418897,1152.shp373,537.5230319
1020,Polygon,1210.shp,373,619974.6604,4847589.775,619973.8107,619975.51,4847587.396,4847592.153,1021,8.08493,0.334712,0.665288,6.323994141,24.154913,True,Train,0.168806,1210.shp373,152.7555283
1021,Polygon,1222.shp,373,619973.6582,4847599.618,619971.8064,619975.51,4847596.297,4847602.94,1022,24.600793,0.511251,0.488749,7.024000854,48.118826,True,Train,0,1222.shp373,337.9866749
1022,Polygon,1827.shp,373,619963.8218,4847571.666,619960.3506,619967.2929,4847567.656,4847575.677,1023,55.688354,0.999993,7E-06,7.414004517,55.688761,False,Train,0,1827.shp373,412.8767256
1023,Polygon,1831.shp,373,619975.1582,4847567.219,619974.8063,619975.51,4847563.256,4847571.183,1024,5.57823,0.092922,0.907078,10.44400085,60.031526,True,Train,0,1831.shp373,626.9693088
1024,Polygon,444.shp,373,619931.0189,4847606.167,619929.5588,619932.479,4847604.786,4847607.548,1025,8.065008,0.999954,4.6E-05,4.554007568,8.065376,False,Train,0.210067,444.shp373,36.72978334
1025,Polygon,467.shp,373,619930.3312,4847604.814,619929.3127,619931.3497,4847603.897,4847605.732,1026,3.738302,0.999931,6.9E-05,4.454005737,3.738562,False,Train,0.453198,467.shp373,16.6515766
1026,Polygon,491.shp,373,619946.0019,4847607.19,619942.1964,619949.8073,4847603.041,4847611.339,1027,63.155248,1.000019,0,7.34199707,63.154038,False,Train,0.767077,491.shp373,463.676762
1027,Polygon,540.shp,373,619948.2477,4847606.215,619944.051,619952.4442,4847602.179,4847610.251,1028,67.751546,0.999972,2.8E-05,8.663994751,67.753464,False,Train,0.818237,540.shp373,587.0156565
1028,Polygon,565.shp,373,619947.3968,4847599.878,619941.7454,619953.048,4847596.548,4847603.207,1029,75.2553,0.999986,1.4E-05,8.372005615,75.256332,False,Train,0.954264,565.shp373,630.0464341
1029,Polygon,585.shp,373,619949.1404,4847600.744,619944.0512,619954.2296,4847596.549,4847604.939,1030,85.402716,1.000058,0,9.592005615,85.397754,False,Train,0.886022,585.shp373,819.1357359
1030,Polygon,630.shp,373,619954.4296,4847606.577,619952.0097,619956.8494,4847604.32,4847608.835,1031,21.851246,0.999975,2.5E-05,7.473997803,21.851781,False,Train,0.140412,630.shp373,163.3201632
1031,Polygon,650.shp,373,619960.03,4847602.288,619957.0109,619963.0491,4847600.006,4847604.57,1032,27.558345,0.999992,8E-06,6.673998413,27.558564,False,Train,0.555892,650.shp373,183.9258124
1032,Polygon,672.shp,373,619958.27,4847615.353,619954.7508,619961.7891,4847614.996,4847615.71,1033,5.022531,0.100686,0.899314,7.014004517,49.882877,True,Train,0.410099,672.shp373,349.8787246
1033,Polygon,694.shp,373,619954.4248,4847613.868,619951.2124,619957.6372,4847612.025,4847615.71,1034,23.675388,0.510808,0.489192,7.74399292,46.348875,True,Train,0.086999,694.shp373,358.9253598
1034,Polygon,717.shp,373,619927.8,4847585.268,619924.6097,619930.9902,4847581.597,4847588.939,1035,46.848183,0.99998,2E-05,7.292997437,46.849124,False,Train,0,717.shp373,341.6705413
1035,Polygon,740.shp,373,619950.1701,4847575.64,619946.6491,619953.691,4847571.741,4847579.539,1036,54.912736,0.999988,1.2E-05,6.99399353,54.913401,False,Train,0.942956,740.shp373,384.0639713
1036,Polygon,760.shp,373,619950.9245,4847575.708,619947.0508,619954.7982,4847571.741,4847579.676,1037,61.471801,1.000001,0,6.99399353,61.471727,False,Train,0.842342,760.shp373,429.9328609
1037,Polygon,783.shp,373,619940.8204,4847581.649,619937.0508,619944.59,4847577.86,4847585.439,1038,57.141859,0.999997,3E-06,6.934005127,57.142042,False,Train,0.357825,783.shp373,396.2232122
1038,Polygon,804.shp,373,619938.601,4847586.211,619935.8526,619941.3494,4847583.341,4847589.081,1039,31.553831,0.999984,1.6E-05,8.467999268,31.554344,False,Train,0.285866,804.shp373,267.2021619
1039,Polygon,825.shp,373,619946.4492,4847586.27,619941.4497,619951.4487,4847581.8,4847590.739,1040,89.379061,1.000004,0,15.96400696,89.378748,False,Train,0.481513,825.shp373,1426.842955
1040,Polygon,848.shp,373,619949.5769,4847590.44,619945.7045,619953.4492,4847586.341,4847594.539,1041,63.491051,0.999995,5E-06,9.903999634,63.491375,False,Train,0.550675,848.shp373,628.8185548
1041,Polygon,878.shp,373,619954.55,4847586.354,619950.051,619959.049,4847581.703,4847591.004,1042,83.691298,0.999987,1.3E-05,10.19399658,83.692362,False,Train,0.451363,878.shp373,853.1596522
1042,Polygon,905.shp,373,619960.3273,4847587.745,619957.5051,619963.1495,4847584.651,4847590.839,1043,34.929805,1.000008,0,13.19400147,34.929525,False,Train,0.645945,905.shp373,460.860204
1043,Polygon,931.shp,373,619958.2504,4847593.815,619954.1075,619962.3933,4847590.1,4847597.529,1044,61.559351,0.999989,1.1E-05,14.25100708,61.560046,False,Train,0.118995,931.shp373,877.2926514
1044,Polygon,954.shp,373,619968.05,4847586.816,619961.9518,619974.1482,4847582.192,4847591.439,1045,112.789868,0.999997,3E-06,12.78599487,112.790185,False,Train,0.530243,954.shp373,1442.134727
1045,Polygon,974.shp,373,619969.131,4847581.395,619962.752,619975.51,4847576.25,4847586.539,1046,131.272165,0.954808,0.045192,10.87799927,137.485342,True,Train,0.502101,974.shp373,1495.56545
1046,Polygon,995.shp,373,619962.0086,4847582.618,619958.1325,619965.8846,4847579.396,4847585.84,1047,49.948331,0.999997,3E-06,10.88899841,49.9485,False,Train,0.607521,995.shp373,543.8891372
1047,Polygon,1775.shp,374,620028.9284,4847603.662,620025.0498,620032.8069,4847597.242,4847610.083,1048,99.602993,1.00002,0,17.72400757,99.600963,False,Train,0,1775.shp374,1765.328222
1048,Polygon,1014.shp,374,619980.3514,4847583.362,619976.4054,619984.2973,4847579.041,4847587.683,1049,68.197065,0.999986,1.4E-05,15.65399414,68.197994,False,Train,0.378748,1014.shp374,1067.570999
1049,Polygon,1036.shp,374,619978.6479,4847579.325,619975.51,619981.7857,4847574.941,4847583.71,1050,55.02722,0.860201,0.139799,11.9439978,63.970173,True,Train,0.538293,1036.shp374,764.0596058
1050,Polygon,1058.shp,374,619988.5838,4847575.038,619985.2255,619991.9421,4847571.496,4847578.579,1051,47.572334,1.000011,0,11.3539978,47.571811,False,Train,0.188426,1058.shp374,540.1302376
1051,Polygon,1085.shp,374,619991.2674,4847579.701,619988.4299,619994.1048,4847576.341,4847583.061,1052,38.135895,0.999993,7E-06,10.79399475,38.136157,False,Train,0.458162,1085.shp374,411.6414785
1052,Polygon,1104.shp,374,619995.2778,4847580.15,619992.6636,619997.892,4847576.652,4847583.649,1053,36.586252,0.99999,1E-05,10.99600098,36.586613,False,Train,0.309829,1104.shp374,402.3064323
1053,Polygon,1118.shp,374,619995.8422,4847574.429,619992.9017,619998.7827,4847571.653,4847577.206,1054,32.652488,0.999991,9E-06,11.05400024,32.652783,False,Train,0.096112,1118.shp374,360.9438712
1054,Polygon,1152.shp,374,619977.083,4847613.024,619975.51,619978.6559,4847610.338,4847615.71,1055,16.899775,0.512473,0.487527,16.29999512,32.976883,True,Train,0,1152.shp374,537.5230319
1055,Polygon,1166.shp,374,619982.0117,4847612.013,619980.0042,619984.0191,4847610.04,4847613.986,1056,15.840788,0.999994,6E-06,10.71399658,15.840878,False,Train,0.004619,1166.shp374,169.7191127
1056,Polygon,1193.shp,374,619989.7689,4847614.797,619983.3074,619996.2303,4847613.883,4847615.71,1057,23.608846,0.187254,0.812746,10.38399414,126.079164,True,Train,0.512203,1193.shp374,1309.2053
1057,Polygon,1210.shp,374,619977.1988,4847589.775,619975.51,619978.8876,4847587.396,4847592.153,1058,16.069945,0.665287,0.334713,6.323994141,24.154913,True,Train,0.044315,1210.shp374,152.7555283
1058,Polygon,1222.shp,374,619977.2804,4847599.618,619975.51,619979.0507,4847596.297,4847602.94,1059,23.518746,0.488764,0.511236,7.024000854,48.118826,True,Train,0,1222.shp374,337.9866749
1059,Polygon,1236.shp,374,619981.4526,4847600.69,619979.4121,619983.4931,4847598.697,4847602.683,1060,16.268498,1,0,10.01400757,16.268492,False,Train,0,1236.shp374,162.912802
1060,Polygon,1250.shp,374,619982.8997,4847592.864,619979.6055,619986.1938,4847589.754,4847595.974,1061,40.979226,1.000009,0,7.404996338,40.978839,False,Train,0,1250.shp374,303.4481527
1061,Polygon,1291.shp,374,619994.8168,4847613.66,619989.6512,619999.9824,4847611.61,4847615.71,1062,42.359986,0.412949,0.587051,13.83,102.579323,True,Train,0.774602,1291.shp374,1418.672037
1062,Polygon,1302.shp,374,619993.3284,4847596.255,619991.8418,619994.8149,4847594.969,4847597.54,1063,7.644137,1.000015,0,4.054005737,7.644024,False,Train,0,1302.shp374,30.98891715
1063,Polygon,1316.shp,374,619997.7246,4847613.138,619993.8512,620001.598,4847610.567,4847615.71,1064,39.844116,0.745197,0.254803,8.544000244,53.467882,True,Train,0.632265,1316.shp374,456.8295969
1064,Polygon,1346.shp,374,619993.6036,4847606.394,619988.8336,619998.3735,4847602.209,4847610.578,1065,79.843239,1.000022,0,9.264005737,79.841486,False,Train,0.000663,1346.shp374,739.6519844
1065,Polygon,1360.shp,374,619993.3719,4847588.558,619991.5053,619995.2385,4847586.895,4847590.221,1066,12.414757,0.999994,6E-06,5.324000854,12.414835,False,Train,0,1360.shp374,66.09659214
1066,Polygon,1373.shp,374,619988.1723,4847585.608,619986.2506,619990.094,4847583.937,4847587.28,1067,12.847718,1,0,4.723994751,12.847712,False,Train,0,1373.shp374,60.69252405
1067,Polygon,1386.shp,374,619998.9365,4847586.429,619998.1064,619999.7665,4847585.467,4847587.392,1068,3.194696,1.000007,0,2.843999023,3.194674,False,Train,0,1386.shp374,9.085649735
1068,Polygon,1424.shp,374,620003.2508,4847593.276,620001.4097,620005.0918,4847591.941,4847594.611,1069,9.831207,1.000013,0,6.644002075,9.831083,False,Train,0,1424.shp374,65.31773585
1069,Polygon,1438.shp,374,620004.55,4847584.912,620003.0066,620006.0933,4847583.041,4847586.783,1070,11.550123,1.000038,0,4.394004517,11.549688,False,Train,0,1438.shp374,50.74938124
1070,Polygon,1757.shp,374,620021.75,4847612.025,620016.1515,620027.3485,4847608.341,4847615.71,1071,82.512932,0.781156,0.218844,16.31199707,105.629218,True,Train,0.203158,1757.shp374,1723.023495
1071,Polygon,1761.shp,374,620021.7246,4847604.006,620015.6517,620027.7975,4847598.332,4847609.68,1072,137.821629,1.000001,0,17.54400147,137.821525,False,Train,0.89658,1761.shp374,2417.941037
1072,Polygon,1764.shp,374,620022.3001,4847600.261,620015.6517,620028.9485,4847594.041,4847606.48,1073,165.390081,0.999997,3E-06,16.80399963,165.390508,False,Train,0.88385,1764.shp374,2779.222036
1073,Polygon,1768.shp,374,620032.5303,4847610.276,620029.5505,620035.51,4847604.842,4847615.71,1074,64.767846,0.535009,0.464991,15.01500244,121.059419,True,Train,0.335525,1768.shp374,1817.707472
1074,Polygon,1774.shp,374,620028.324,4847603.512,620022.9508,620033.6973,4847596.942,4847610.083,1075,141.216334,0.999994,6E-06,17.78299805,141.217214,False,Train,0.94198,1774.shp374,2511.265441
1075,Polygon,1831.shp,374,619978.9447,4847567.219,619975.51,619982.3794,4847563.256,4847571.183,1076,54.453734,0.907086,0.092914,10.44400085,60.031526,True,Train,0,1831.shp374,626.9693088
1076,Polygon,1835.shp,374,620001.7714,4847568.72,619999.0282,620004.5145,4847565.909,4847571.53,1077,30.837395,1.000014,0,8.18399292,30.836971,False,Train,0,1835.shp374,252.3695523
1077,Polygon,1839.shp,374,619990.3495,4847569.241,619988.1059,619992.5931,4847566.697,4847571.784,1078,22.824592,0.999988,1.2E-05,5.503994141,22.824871,False,Train,0.048304,1839.shp374,125.6279563
1078,Polygon,1843.shp,374,619999.959,4847559.212,619996.4614,620003.4566,4847556.513,4847561.91,1079,37.750996,0.999991,9E-06,7.614003296,37.751345,False,Train,0,1843.shp374,287.4388653
1079,Polygon,1846.shp,374,619992.3685,4847561.239,619988.9064,619995.8305,4847558.061,4847564.416,1080,44.005425,0.999995,5E-06,7.124001465,44.00564,False,Train,0,1846.shp374,313.4962438
1080,Polygon,1850.shp,374,620018.2991,4847577.427,620015.6052,620020.993,4847574.441,4847580.413,1081,32.178635,0.999989,1.1E-05,10.38399353,32.178982,False,Train,0,1850.shp374,334.1463409
1081,Polygon,1856.shp,374,620010.6929,4847564.159,620006.7511,620014.6346,4847560.478,4847567.839,1082,58.029655,1.000001,0,12.02400635,58.029612,False,Train,0.290182,1856.shp374,697.7484231
1082,Polygon,1863.shp,374,620009.7556,4847557.925,620005.7064,620013.8047,4847555.71,4847560.139,1083,35.867371,0.52738,0.47262,11.87600403,68.010525,True,Train,0,1863.shp374,807.6932688
1083,Polygon,1867.shp,374,620008.7061,4847569.361,620004.5767,620012.8355,4847565.072,4847573.651,1084,70.854723,0.999995,5E-06,12.93399658,70.855106,False,Train,0.237658,1867.shp374,916.4396988
1084,Polygon,1871.shp,374,620021.8982,4847589.998,620015.3044,620028.492,4847583.658,4847596.339,1085,167.226681,0.999998,2E-06,10.97400391,167.227037,False,Train,0.320805,1871.shp374,1835.150157
1085,Polygon,1875.shp,374,620021.7693,4847565.34,620015.2243,620028.3142,4847558.941,4847571.739,1086,167.514068,0.999998,2E-06,13.43300415,167.51442,False,Train,0.301923,1875.shp374,2250.221899
1086,Polygon,1883.shp,374,620031.2809,4847558.175,620027.0518,620035.51,4847555.71,4847560.64,1087,41.694697,0.382191,0.617809,11.73400635,109.093902,True,Train,0.632239,1883.shp374,1280.108539
1087,Polygon,1886.shp,374,620033.9847,4847560.646,620032.4594,620035.51,4847555.71,4847565.581,1088,30.112473,0.239553,0.760447,11.63099976,125.702499,True,Train,0.639388,1886.shp374,1462.045735
1088,Polygon,1896.shp,374,620024.35,4847559.044,620019.3512,620029.3488,4847555.71,4847562.377,1089,66.655999,0.714124,0.285876,13.26599243,93.339501,True,Train,0.599713,1896.shp374,1238.241114
1089,Polygon,1900.shp,374,620032.4573,4847567.786,620029.4046,620035.51,4847564.199,4847571.373,1090,43.798308,0.861685,0.138315,9.99899292,50.828682,True,Train,0.334796,1900.shp374,508.2356315
1090,Polygon,1904.shp,374,620027.95,4847570.498,620024.051,620031.849,4847567.099,4847573.898,1091,53.019382,1.000007,0,9.980994873,53.019004,False,Train,0.701735,1904.shp374,529.1824071
1091,Polygon,1912.shp,374,620031.6808,4847587.229,620027.8516,620035.51,4847580.4,4847594.059,1092,104.606086,0.543272,0.456728,13.59400147,192.54838,True,Train,0.658113,1912.shp374,2617.50296
1092,Polygon,1916.shp,374,620030.0311,4847580.952,620024.5522,620035.51,4847572.942,4847588.962,1093,175.545052,0.629912,0.370088,14.35399475,278.681716,True,Train,0.512949,1916.shp374,4000.195889
1093,Polygon,974.shp,374,619975.8119,4847581.395,619975.51,619976.1137,4847576.25,4847586.539,1094,6.211711,0.045181,0.954819,10.87799927,137.485342,True,Train,0.724979,974.shp374,1495.56545
1094,Polygon,1944.shp,375,620061.9989,4847568.455,620056.603,620067.3949,4847562.872,4847574.039,1095,120.513599,1.000021,0,17.53799561,120.511013,False,Train,0.993227,1944.shp375,2113.521616
1095,Polygon,1620.shp,375,620063.4721,4847613.053,620057.3513,620069.5929,4847610.397,4847615.71,1096,65.043293,0.464363,0.535637,13.54399719,140.069851,True,Train,0,1620.shp375,1897.105669
1096,Polygon,1634.shp,375,620077.6428,4847614.826,620073.2047,620082.0808,4847613.943,4847615.71,1097,15.687619,0.200919,0.799081,9.24399292,78.079159,True,Train,0,1634.shp375,721.763193
1097,Polygon,1768.shp,375,620037.2298,4847610.276,620035.51,620038.9495,4847604.842,4847615.71,1098,37.380486,0.308778,0.691222,15.01500244,121.059419,True,Train,0,1768.shp375,1817.707472
1098,Polygon,1790.shp,375,620048.5736,4847614.317,620044.3543,620052.7928,4847612.924,4847615.71,1099,23.506286,0.271656,0.728344,12.84399658,86.529661,True,Train,0,1790.shp375,1111.38667
1099,Polygon,1794.shp,375,620054.05,4847603.777,620049.6508,620058.4492,4847598.831,4847608.722,1100,87.026734,0.999997,3E-06,6.983996582,87.02701,False,Train,0.24248,1794.shp375,607.7963404
1100,Polygon,1798.shp,375,620058.65,4847600.638,620054.4512,620062.8488,4847597.167,4847604.109,1101,58.303697,1.000005,0,6.104003906,58.30343,False,Train,0.38497,1798.shp375,355.8843645
1101,Polygon,1802.shp,375,620058.9486,4847590.258,620055.0145,620062.8827,4847586.341,4847594.175,1102,61.641052,0.999987,1.3E-05,6.714006958,61.641836,False,Train,0.043623,1802.shp375,413.8637158
1102,Polygon,1806.shp,375,620050.885,4847593.807,620046.2112,620055.5587,4847589.234,4847598.379,1103,85.483822,0.999992,8E-06,5.894004517,85.484534,False,Train,0.047166,1806.shp375,503.8462295
1103,Polygon,1810.shp,375,620045.5324,4847580.05,620043.4144,620047.6504,4847578.035,4847582.065,1104,17.074045,1.000011,0,5.874003296,17.073865,False,Train,0,1810.shp375,100.2919393
1104,Polygon,1820.shp,375,620041.5478,4847600.412,620038.9042,620044.1914,4847597.639,4847603.186,1105,29.324397,1.000004,0,9.384006958,29.32429,False,Train,0,1820.shp375,275.1793414
1105,Polygon,1883.shp,375,620037.3291,4847558.175,620035.51,620039.1482,4847555.71,4847560.64,1106,17.934507,0.164395,0.835605,11.73400635,109.093902,True,Train,0,1883.shp375,1280.108539
